Category,Id
agreed,321532
agreed,321531
agreed,321530
unrelated,321533
agreed,321534
agreed,321535
agreed,321536
unrelated,321537
unrelated,321538
agreed,321541
unrelated,321540
agreed,321543
unrelated,321545
agreed,321542
unrelated,321539
unrelated,321544
unrelated,321546
unrelated,321549
agreed,321547
unrelated,321550
unrelated,321552
unrelated,321554
agreed,321548
agreed,321551
agreed,321553
unrelated,321555
agreed,321556
agreed,321561
unrelated,321560
agreed,321559
agreed,321557
agreed,321558
agreed,321563
agreed,321564
unrelated,321562
agreed,321566
unrelated,321568
agreed,321565
unrelated,321570
unrelated,321573
unrelated,321572
unrelated,321574
unrelated,321569
unrelated,321571
agreed,321567
agreed,321575
agreed,321576
agreed,321577
agreed,321578
agreed,321581
unrelated,321579
agreed,321582
agreed,321583
agreed,321580
agreed,321584
agreed,321586
unrelated,321585
unrelated,321587
disagreed,321588
agreed,321591
agreed,321593
unrelated,321592
unrelated,321590
unrelated,321596
agreed,321594
unrelated,321595
unrelated,321589
unrelated,321597
unrelated,321598
unrelated,321604
unrelated,321599
unrelated,321606
unrelated,321603
unrelated,321600
unrelated,321601
unrelated,321602
unrelated,321607
unrelated,321605
agreed,321608
agreed,321609
agreed,321610
agreed,321611
agreed,321615
agreed,321613
agreed,321612
agreed,321614
agreed,321617
agreed,321616
agreed,321618
agreed,321619
agreed,321620
agreed,321624
agreed,321621
agreed,321625
agreed,321626
agreed,321622
agreed,321627
agreed,321628
agreed,321623
agreed,321630
unrelated,321633
agreed,321629
agreed,321631
unrelated,321632
agreed,321636
agreed,321637
agreed,321635
agreed,321634
agreed,321638
agreed,321640
agreed,321642
agreed,321639
agreed,321643
agreed,321644
agreed,321641
agreed,321645
agreed,321646
agreed,321647
agreed,321648
agreed,321650
agreed,321652
agreed,321651
agreed,321649
agreed,321654
agreed,321653
agreed,321655
agreed,321658
agreed,321659
agreed,321656
agreed,321660
agreed,321661
agreed,321657
agreed,321662
agreed,321663
agreed,321664
agreed,321665
agreed,321667
agreed,321668
agreed,321666
agreed,321669
agreed,321670
agreed,321671
agreed,321674
agreed,321675
agreed,321673
agreed,321678
agreed,321679
unrelated,321680
agreed,321672
agreed,321676
agreed,321677
unrelated,321681
unrelated,321682
unrelated,321685
unrelated,321686
unrelated,321683
unrelated,321689
unrelated,321684
unrelated,321688
unrelated,321687
unrelated,321690
agreed,321692
unrelated,321695
agreed,321691
agreed,321693
unrelated,321694
unrelated,321697
unrelated,321696
unrelated,321700
unrelated,321699
unrelated,321698
unrelated,321702
agreed,321701
agreed,321704
agreed,321705
agreed,321703
agreed,321706
unrelated,321709
agreed,321707
agreed,321711
unrelated,321708
agreed,321710
agreed,321712
agreed,321713
unrelated,321714
agreed,321715
agreed,321716
unrelated,321718
agreed,321717
unrelated,321723
unrelated,321720
unrelated,321719
unrelated,321724
agreed,321721
unrelated,321722
unrelated,321725
unrelated,321726
unrelated,321728
unrelated,321727
unrelated,321729
unrelated,321730
unrelated,321731
unrelated,321734
unrelated,321732
unrelated,321736
agreed,321733
unrelated,321735
unrelated,321742
unrelated,321744
agreed,321739
agreed,321738
unrelated,321743
agreed,321740
unrelated,321737
agreed,321745
unrelated,321741
unrelated,321746
unrelated,321747
agreed,321748
unrelated,321753
agreed,321749
unrelated,321752
unrelated,321755
unrelated,321754
unrelated,321750
unrelated,321751
unrelated,321757
agreed,321756
unrelated,321762
agreed,321764
unrelated,321763
agreed,321766
agreed,321767
agreed,321765
unrelated,321772
unrelated,321769
agreed,321768
unrelated,321773
unrelated,321775
unrelated,321774
unrelated,321771
unrelated,321776
unrelated,321777
unrelated,321770
unrelated,321778
disagreed,321779
disagreed,321782
unrelated,321780
unrelated,321781
unrelated,321783
disagreed,321784
unrelated,321785
unrelated,321786
unrelated,321787
agreed,321791
agreed,321793
disagreed,321788
agreed,321790
agreed,321792
agreed,321794
agreed,321795
unrelated,321789
agreed,321798
agreed,321801
agreed,321803
agreed,321797
agreed,321799
agreed,321800
agreed,321802
agreed,321796
agreed,321804
agreed,321805
agreed,321806
agreed,321808
agreed,321807
agreed,321809
agreed,321810
agreed,321811
agreed,321812
agreed,321814
agreed,321815
agreed,321813
agreed,321819
agreed,321816
agreed,321821
agreed,321818
agreed,321823
agreed,321817
agreed,321822
agreed,321820
unrelated,321824
agreed,321827
unrelated,321825
unrelated,321826
unrelated,321831
unrelated,321830
unrelated,321828
disagreed,321832
disagreed,321834
agreed,321833
unrelated,321829
disagreed,321835
unrelated,321837
unrelated,321838
agreed,321840
disagreed,321836
agreed,321839
agreed,321843
unrelated,321845
unrelated,321846
unrelated,321847
agreed,321842
unrelated,321841
unrelated,321848
disagreed,321844
unrelated,321850
unrelated,321852
unrelated,321851
unrelated,321849
unrelated,321853
unrelated,321855
unrelated,321854
unrelated,321856
unrelated,321857
unrelated,321859
unrelated,321858
unrelated,321860
unrelated,321863
unrelated,321861
unrelated,321864
unrelated,321862
unrelated,321865
unrelated,321867
unrelated,321868
unrelated,321869
unrelated,321866
unrelated,321871
unrelated,321875
unrelated,321870
unrelated,321874
unrelated,321876
unrelated,321873
unrelated,321872
agreed,321879
unrelated,321877
agreed,321880
agreed,321881
agreed,321882
agreed,321886
agreed,321884
agreed,321885
agreed,321883
agreed,321888
agreed,321887
agreed,321889
agreed,321890
agreed,321894
agreed,321893
agreed,321891
agreed,321892
unrelated,321878
agreed,321895
agreed,321896
agreed,321898
agreed,321897
agreed,321901
agreed,321899
agreed,321900
agreed,321902
agreed,321906
agreed,321903
agreed,321904
agreed,321907
agreed,321908
agreed,321905
agreed,321909
agreed,321910
agreed,321911
agreed,321912
agreed,321913
agreed,321914
agreed,321915
agreed,321916
agreed,321920
agreed,321917
agreed,321919
agreed,321922
agreed,321918
agreed,321921
agreed,321924
agreed,321923
agreed,321925
agreed,321926
agreed,321929
agreed,321928
agreed,321927
agreed,321931
agreed,321933
agreed,321930
agreed,321932
agreed,321935
agreed,321934
agreed,321937
agreed,321936
agreed,321938
agreed,321939
agreed,321940
agreed,321942
agreed,321943
agreed,321944
agreed,321941
agreed,321945
agreed,321947
agreed,321948
agreed,321949
agreed,321946
agreed,321952
agreed,321953
agreed,321951
agreed,321956
agreed,321955
agreed,321954
agreed,321957
agreed,321958
agreed,321961
agreed,321959
agreed,321960
agreed,321962
agreed,321964
unrelated,321966
agreed,321967
disagreed,321971
unrelated,321969
agreed,321968
agreed,321965
agreed,321950
agreed,321963
unrelated,321972
agreed,321970
unrelated,321973
agreed,321975
agreed,321974
unrelated,321978
unrelated,321977
agreed,321976
unrelated,321981
unrelated,321979
agreed,321982
unrelated,321980
agreed,321983
agreed,321984
agreed,321985
unrelated,321986
unrelated,321987
unrelated,321988
unrelated,321992
unrelated,321991
unrelated,321989
unrelated,321993
agreed,321990
unrelated,321994
agreed,321997
unrelated,321995
unrelated,321998
agreed,322001
unrelated,321996
agreed,322000
agreed,322002
unrelated,322004
unrelated,321999
unrelated,322003
unrelated,322006
unrelated,322005
agreed,322008
agreed,322007
unrelated,322010
unrelated,322009
unrelated,322012
agreed,322011
unrelated,322013
agreed,322017
agreed,322015
agreed,322016
agreed,322018
agreed,322014
unrelated,322020
unrelated,322019
unrelated,322021
unrelated,322023
unrelated,322022
agreed,322027
unrelated,322025
agreed,322029
agreed,322028
agreed,322031
unrelated,322024
unrelated,322030
unrelated,322026
unrelated,322032
agreed,322033
agreed,322034
unrelated,322035
agreed,322037
agreed,322036
agreed,322038
agreed,322040
agreed,322039
agreed,322041
unrelated,322042
unrelated,322044
unrelated,322043
unrelated,322045
unrelated,322048
unrelated,322051
unrelated,322047
unrelated,322046
unrelated,322050
unrelated,322052
unrelated,322049
unrelated,322053
unrelated,322054
unrelated,322056
unrelated,322057
unrelated,322055
unrelated,322058
agreed,322059
agreed,322060
agreed,322061
agreed,322062
agreed,322064
agreed,322063
agreed,322066
agreed,322067
agreed,322068
agreed,322065
agreed,322070
agreed,322071
agreed,322069
unrelated,322072
agreed,322074
agreed,322073
unrelated,322077
agreed,322075
agreed,322076
agreed,322078
agreed,322079
agreed,322082
agreed,322081
agreed,322080
unrelated,322084
unrelated,322083
agreed,322088
agreed,322086
agreed,322085
agreed,322087
agreed,322089
unrelated,322093
unrelated,322091
agreed,322094
agreed,322097
agreed,322092
agreed,322090
agreed,322095
agreed,322096
agreed,322100
agreed,322098
agreed,322099
agreed,322101
agreed,322103
agreed,322104
agreed,322105
agreed,322102
agreed,322106
agreed,322107
agreed,322109
agreed,322108
agreed,322111
agreed,322110
agreed,322112
agreed,322114
unrelated,322115
agreed,322113
unrelated,322116
agreed,322119
unrelated,322118
unrelated,322117
agreed,322121
agreed,322122
agreed,322123
agreed,322124
agreed,322120
agreed,322126
unrelated,322128
agreed,322125
agreed,322130
agreed,322131
unrelated,322127
unrelated,322129
unrelated,322134
agreed,322133
unrelated,322132
unrelated,322135
unrelated,322137
unrelated,322139
agreed,322141
unrelated,322136
unrelated,322138
agreed,322142
agreed,322143
agreed,322144
unrelated,322140
unrelated,322146
disagreed,322147
unrelated,322148
agreed,322145
agreed,322149
agreed,322151
unrelated,322152
agreed,322150
agreed,322153
agreed,322154
unrelated,322155
agreed,322156
agreed,322157
agreed,322160
agreed,322161
agreed,322158
agreed,322162
agreed,322159
agreed,322163
agreed,322166
agreed,322164
agreed,322165
agreed,322168
agreed,322167
unrelated,322171
unrelated,322173
unrelated,322170
agreed,322169
disagreed,322172
unrelated,322176
unrelated,322174
unrelated,322175
unrelated,322177
unrelated,322178
agreed,322179
agreed,322180
agreed,322183
agreed,322181
agreed,322182
agreed,322186
agreed,322185
unrelated,322184
unrelated,322187
agreed,322188
agreed,322191
agreed,322190
unrelated,322192
agreed,322189
agreed,322193
unrelated,322195
agreed,322196
agreed,322197
agreed,322194
agreed,322200
agreed,322199
agreed,322198
unrelated,322202
agreed,322203
agreed,322201
agreed,322204
agreed,322206
unrelated,322205
agreed,322207
agreed,322209
agreed,322210
agreed,322211
unrelated,322208
agreed,322212
agreed,322214
agreed,322213
unrelated,322215
agreed,322218
unrelated,322217
unrelated,322216
unrelated,322220
agreed,322221
agreed,322219
agreed,322222
unrelated,322224
agreed,322223
unrelated,322225
unrelated,322229
unrelated,322226
agreed,322233
agreed,322230
unrelated,322227
unrelated,322232
agreed,322231
unrelated,322228
agreed,322234
agreed,322239
agreed,322236
agreed,322237
unrelated,322242
unrelated,322243
agreed,322238
agreed,322235
unrelated,322244
agreed,322240
unrelated,322241
unrelated,322245
unrelated,322248
unrelated,322246
unrelated,322251
agreed,322249
unrelated,322247
unrelated,322255
unrelated,322253
unrelated,322254
unrelated,322252
unrelated,322256
agreed,322257
agreed,322258
agreed,322262
unrelated,322263
agreed,322260
unrelated,322264
unrelated,322250
unrelated,322261
unrelated,322259
agreed,322265
unrelated,322266
unrelated,322268
agreed,322267
unrelated,322269
unrelated,322270
unrelated,322271
unrelated,322272
unrelated,322275
unrelated,322273
agreed,322274
agreed,322276
unrelated,322277
unrelated,322278
agreed,322279
agreed,322282
unrelated,322280
agreed,322281
agreed,322284
unrelated,322286
agreed,322287
unrelated,322283
agreed,322285
unrelated,322289
unrelated,322288
agreed,322291
unrelated,322290
unrelated,322293
agreed,322295
agreed,322292
agreed,322298
unrelated,322294
agreed,322297
agreed,322299
unrelated,322296
agreed,322300
agreed,322301
unrelated,322302
agreed,322303
unrelated,322307
unrelated,322306
agreed,322310
agreed,322304
unrelated,322312
unrelated,322308
unrelated,322311
unrelated,322309
unrelated,322313
unrelated,322316
unrelated,322317
unrelated,322315
unrelated,322314
agreed,322319
unrelated,322318
disagreed,322321
agreed,322320
unrelated,322322
unrelated,322324
unrelated,322323
unrelated,322325
agreed,322327
unrelated,322326
unrelated,322329
agreed,322332
agreed,322334
unrelated,322330
unrelated,322328
unrelated,322331
agreed,322333
agreed,322335
unrelated,322337
agreed,322336
agreed,322340
agreed,322338
agreed,322339
unrelated,322341
agreed,322345
unrelated,322344
unrelated,322343
disagreed,322342
agreed,322348
unrelated,322346
agreed,322347
agreed,322349
agreed,322351
agreed,322353
agreed,322350
agreed,322354
agreed,322352
unrelated,322357
unrelated,322358
agreed,322355
unrelated,322356
unrelated,322359
unrelated,322361
unrelated,322362
unrelated,322360
disagreed,322363
unrelated,322364
unrelated,322367
unrelated,322369
unrelated,322365
agreed,322370
unrelated,322368
unrelated,322366
agreed,322371
agreed,322374
agreed,322373
agreed,322376
agreed,322372
unrelated,322375
unrelated,322378
unrelated,322379
unrelated,322377
unrelated,322380
unrelated,322382
unrelated,322381
unrelated,322383
unrelated,322385
unrelated,322384
unrelated,322387
unrelated,322386
unrelated,322388
unrelated,322389
unrelated,322390
unrelated,322391
unrelated,322393
agreed,322395
unrelated,322392
agreed,322394
agreed,322396
unrelated,322398
unrelated,322400
unrelated,322397
unrelated,322399
unrelated,322401
unrelated,322402
unrelated,322403
unrelated,322408
unrelated,322405
unrelated,322406
unrelated,322407
unrelated,322404
unrelated,322410
unrelated,322409
unrelated,322411
unrelated,322412
unrelated,322413
unrelated,322417
unrelated,322414
unrelated,322415
agreed,322420
agreed,322416
unrelated,322418
agreed,322419
agreed,322421
unrelated,322424
unrelated,322422
unrelated,322423
unrelated,322425
unrelated,322426
unrelated,322428
unrelated,322427
unrelated,322429
unrelated,322430
unrelated,322432
unrelated,322431
agreed,322434
unrelated,322433
agreed,322435
agreed,322438
agreed,322440
unrelated,322436
agreed,322439
unrelated,322437
agreed,322442
unrelated,322443
unrelated,322441
unrelated,322444
unrelated,322445
unrelated,322446
unrelated,322448
unrelated,322447
unrelated,322450
unrelated,322449
unrelated,322451
agreed,322452
unrelated,322453
agreed,322454
agreed,322457
agreed,322455
agreed,322458
agreed,322456
agreed,322459
agreed,322460
agreed,322463
agreed,322464
agreed,322461
agreed,322465
unrelated,322466
unrelated,322468
agreed,322462
unrelated,322467
unrelated,322469
unrelated,322473
unrelated,322470
unrelated,322471
unrelated,322474
unrelated,322477
unrelated,322475
unrelated,322472
unrelated,322479
agreed,322476
agreed,322478
unrelated,322481
unrelated,322482
unrelated,322480
unrelated,322484
unrelated,322486
unrelated,322488
unrelated,322489
unrelated,322487
unrelated,322491
unrelated,322483
unrelated,322485
unrelated,322490
unrelated,322492
unrelated,322495
unrelated,322493
unrelated,322494
agreed,322498
unrelated,322496
agreed,322499
unrelated,322503
agreed,322500
unrelated,322502
unrelated,322497
unrelated,322505
unrelated,322504
agreed,322501
unrelated,322506
agreed,322507
unrelated,322509
unrelated,322508
unrelated,322510
unrelated,322514
unrelated,322513
unrelated,322511
unrelated,322516
unrelated,322515
unrelated,322512
unrelated,322518
unrelated,322517
unrelated,322519
unrelated,322520
unrelated,322523
unrelated,322524
unrelated,322521
unrelated,322522
unrelated,322525
unrelated,322526
unrelated,322527
unrelated,322528
unrelated,322531
unrelated,322529
agreed,322530
unrelated,322532
unrelated,322533
unrelated,322534
unrelated,322536
unrelated,322535
unrelated,322539
unrelated,322538
agreed,322541
agreed,322542
unrelated,322537
agreed,322540
agreed,322546
unrelated,322543
agreed,322544
unrelated,322545
agreed,322548
agreed,322552
unrelated,322547
unrelated,322549
agreed,322550
agreed,322551
unrelated,322557
unrelated,322558
unrelated,322559
unrelated,322553
unrelated,322556
unrelated,322555
unrelated,322554
unrelated,322561
unrelated,322562
unrelated,322560
unrelated,322564
unrelated,322563
unrelated,322567
unrelated,322566
unrelated,322568
unrelated,322569
unrelated,322565
unrelated,322574
unrelated,322573
unrelated,322570
unrelated,322571
unrelated,322572
unrelated,322580
unrelated,322576
unrelated,322578
unrelated,322577
unrelated,322582
unrelated,322575
unrelated,322581
unrelated,322584
unrelated,322579
unrelated,322583
unrelated,322585
unrelated,322586
unrelated,322589
unrelated,322587
unrelated,322590
unrelated,322592
unrelated,322591
unrelated,322593
unrelated,322588
unrelated,322595
unrelated,322594
unrelated,322597
unrelated,322596
unrelated,322600
unrelated,322602
unrelated,322601
unrelated,322598
unrelated,322604
unrelated,322603
unrelated,322606
unrelated,322599
unrelated,322605
unrelated,322607
unrelated,322611
unrelated,322608
unrelated,322609
unrelated,322610
unrelated,322613
unrelated,322612
unrelated,322614
unrelated,322616
unrelated,322615
unrelated,322617
unrelated,322622
unrelated,322619
unrelated,322623
unrelated,322620
unrelated,322621
unrelated,322618
unrelated,322625
unrelated,322624
unrelated,322627
unrelated,322626
unrelated,322628
unrelated,322631
unrelated,322632
unrelated,322629
unrelated,322630
unrelated,322634
unrelated,322633
unrelated,322638
unrelated,322635
unrelated,322637
unrelated,322636
unrelated,322640
unrelated,322641
unrelated,322642
unrelated,322643
unrelated,322644
agreed,322645
unrelated,322647
unrelated,322639
unrelated,322646
unrelated,322648
unrelated,322650
agreed,322649
unrelated,322652
unrelated,322653
unrelated,322655
unrelated,322651
unrelated,322654
unrelated,322656
unrelated,322660
unrelated,322661
unrelated,322658
unrelated,322657
unrelated,322662
unrelated,322659
unrelated,322663
unrelated,322666
unrelated,322667
unrelated,322671
unrelated,322664
unrelated,322665
agreed,322672
unrelated,322668
unrelated,322669
unrelated,322670
unrelated,322673
unrelated,322674
unrelated,322677
unrelated,322678
unrelated,322675
agreed,322681
unrelated,322682
unrelated,322676
unrelated,322683
agreed,322680
unrelated,322679
unrelated,322685
unrelated,322684
agreed,322686
agreed,322687
agreed,322690
agreed,322688
agreed,322691
agreed,322692
agreed,322695
unrelated,322689
unrelated,322693
agreed,322694
agreed,322696
unrelated,322697
unrelated,322700
unrelated,322699
unrelated,322698
agreed,322701
agreed,322702
agreed,322704
unrelated,322703
unrelated,322707
unrelated,322705
agreed,322709
agreed,322711
unrelated,322712
unrelated,322708
agreed,322706
agreed,322710
unrelated,322713
unrelated,322714
unrelated,322716
agreed,322717
unrelated,322718
agreed,322720
unrelated,322715
agreed,322719
unrelated,322722
agreed,322721
unrelated,322724
agreed,322725
agreed,322726
agreed,322732
unrelated,322727
agreed,322728
agreed,322730
unrelated,322729
unrelated,322734
agreed,322733
agreed,322731
agreed,322735
unrelated,322738
unrelated,322737
agreed,322723
unrelated,322739
unrelated,322736
unrelated,322741
unrelated,322740
unrelated,322742
unrelated,322743
agreed,322747
unrelated,322746
agreed,322745
agreed,322749
agreed,322748
agreed,322744
agreed,322752
agreed,322751
unrelated,322753
agreed,322750
unrelated,322755
unrelated,322754
unrelated,322756
unrelated,322757
unrelated,322759
unrelated,322760
unrelated,322762
unrelated,322761
unrelated,322763
unrelated,322758
unrelated,322764
unrelated,322765
unrelated,322766
unrelated,322767
unrelated,322773
unrelated,322768
unrelated,322772
unrelated,322769
agreed,322774
unrelated,322771
unrelated,322777
agreed,322775
unrelated,322770
agreed,322776
unrelated,322778
unrelated,322780
unrelated,322782
unrelated,322781
unrelated,322779
unrelated,322783
unrelated,322785
unrelated,322784
unrelated,322786
disagreed,322787
unrelated,322789
unrelated,322788
agreed,322791
unrelated,322790
agreed,322792
unrelated,322793
agreed,322794
unrelated,322795
unrelated,322798
unrelated,322801
unrelated,322796
unrelated,322800
unrelated,322797
unrelated,322799
unrelated,322803
unrelated,322802
unrelated,322805
unrelated,322804
unrelated,322808
unrelated,322807
agreed,322810
unrelated,322806
unrelated,322811
unrelated,322809
disagreed,322815
unrelated,322814
unrelated,322812
agreed,322813
unrelated,322816
unrelated,322820
disagreed,322818
disagreed,322817
unrelated,322819
disagreed,322821
unrelated,322825
unrelated,322822
unrelated,322823
unrelated,322824
unrelated,322826
unrelated,322829
agreed,322828
unrelated,322827
unrelated,322832
unrelated,322831
unrelated,322830
unrelated,322833
unrelated,322835
unrelated,322837
unrelated,322834
unrelated,322836
unrelated,322838
unrelated,322843
unrelated,322839
unrelated,322844
unrelated,322841
unrelated,322840
unrelated,322842
disagreed,322847
disagreed,322845
disagreed,322846
unrelated,322848
disagreed,322849
disagreed,322851
disagreed,322854
disagreed,322853
disagreed,322852
disagreed,322850
unrelated,322856
disagreed,322855
unrelated,322858
disagreed,322857
unrelated,322859
unrelated,322862
disagreed,322861
unrelated,322860
unrelated,322864
disagreed,322865
unrelated,322863
unrelated,322866
unrelated,322867
unrelated,322871
unrelated,322870
unrelated,322868
unrelated,322869
unrelated,322872
disagreed,322874
unrelated,322873
disagreed,322875
unrelated,322877
unrelated,322876
disagreed,322878
unrelated,322880
unrelated,322879
unrelated,322884
unrelated,322882
unrelated,322886
unrelated,322881
unrelated,322883
unrelated,322885
unrelated,322888
unrelated,322887
unrelated,322890
unrelated,322889
unrelated,322891
unrelated,322894
unrelated,322892
unrelated,322896
unrelated,322893
unrelated,322895
unrelated,322898
unrelated,322897
unrelated,322899
unrelated,322903
unrelated,322901
unrelated,322900
unrelated,322904
unrelated,322905
unrelated,322902
unrelated,322906
unrelated,322908
unrelated,322907
unrelated,322909
unrelated,322911
unrelated,322912
unrelated,322913
unrelated,322910
unrelated,322915
unrelated,322916
unrelated,322914
unrelated,322917
unrelated,322918
unrelated,322919
unrelated,322922
unrelated,322920
unrelated,322924
unrelated,322921
unrelated,322923
unrelated,322926
unrelated,322925
unrelated,322927
unrelated,322928
unrelated,322929
disagreed,322930
unrelated,322932
unrelated,322933
disagreed,322931
unrelated,322935
unrelated,322934
unrelated,322936
unrelated,322937
unrelated,322938
unrelated,322941
unrelated,322940
unrelated,322939
unrelated,322944
unrelated,322943
agreed,322946
agreed,322942
agreed,322945
unrelated,322948
agreed,322949
unrelated,322947
agreed,322951
unrelated,322950
agreed,322953
unrelated,322954
unrelated,322956
agreed,322952
unrelated,322955
agreed,322957
unrelated,322958
unrelated,322959
unrelated,322961
agreed,322965
unrelated,322960
unrelated,322962
unrelated,322963
unrelated,322964
unrelated,322966
agreed,322967
unrelated,322969
unrelated,322968
unrelated,322971
unrelated,322972
unrelated,322974
unrelated,322970
unrelated,322973
unrelated,322975
unrelated,322977
agreed,322978
unrelated,322979
unrelated,322976
unrelated,322980
unrelated,322982
unrelated,322981
unrelated,322986
unrelated,322985
unrelated,322987
unrelated,322983
unrelated,322984
unrelated,322988
agreed,322996
unrelated,322997
unrelated,322999
unrelated,323001
agreed,322998
unrelated,323002
unrelated,323000
unrelated,323003
unrelated,323004
unrelated,323006
unrelated,323007
unrelated,323005
unrelated,323008
unrelated,323010
unrelated,323009
unrelated,323011
unrelated,323016
unrelated,323015
unrelated,323012
unrelated,323014
unrelated,323013
unrelated,323017
unrelated,323021
unrelated,323018
unrelated,323019
unrelated,323022
unrelated,323023
unrelated,323020
unrelated,323024
unrelated,323027
unrelated,323025
unrelated,323026
unrelated,323031
unrelated,323028
unrelated,323029
unrelated,323034
unrelated,323030
unrelated,323032
