Id,Category
321356,unrelated
321357,unrelated
321358,unrelated
321359,agreed
321360,disagreed
321361,disagreed
321363,unrelated
321364,unrelated
321362,disagreed
321365,unrelated
321366,agreed
321369,agreed
321368,agreed
321367,agreed
321372,agreed
321370,agreed
321373,agreed
321371,agreed
321374,agreed
321375,agreed
321377,agreed
321376,agreed
321378,agreed
321379,agreed
321380,agreed
321381,agreed
321382,agreed
321383,agreed
321384,agreed
321385,agreed
321386,agreed
321387,agreed
321389,agreed
321388,agreed
321391,unrelated
321390,agreed
321392,unrelated
321393,unrelated
321395,unrelated
321397,unrelated
321396,unrelated
321394,unrelated
321399,unrelated
321398,disagreed
321400,unrelated
321402,unrelated
321403,unrelated
321401,unrelated
321404,unrelated
321406,unrelated
321409,unrelated
321408,unrelated
321405,unrelated
321407,unrelated
321411,unrelated
321410,unrelated
321412,unrelated
321413,unrelated
321414,unrelated
321417,unrelated
321415,unrelated
321416,unrelated
321420,unrelated
321418,unrelated
321419,unrelated
321422,unrelated
321421,unrelated
321425,unrelated
321423,unrelated
321424,unrelated
321427,unrelated
321430,unrelated
321426,unrelated
321429,unrelated
321431,unrelated
321432,unrelated
321428,unrelated
321435,unrelated
321436,unrelated
321433,unrelated
321434,unrelated
321437,unrelated
321438,unrelated
321439,unrelated
321441,unrelated
321440,unrelated
321442,unrelated
321445,disagreed
321443,unrelated
321446,unrelated
321447,disagreed
321444,unrelated
321450,agreed
321451,agreed
321449,agreed
321448,unrelated
321452,agreed
321453,unrelated
321454,unrelated
321456,unrelated
321457,disagreed
321455,unrelated
321458,unrelated
321460,disagreed
321461,disagreed
321459,unrelated
321466,unrelated
321465,unrelated
321462,disagreed
321463,agreed
321464,unrelated
321468,disagreed
321470,agreed
321471,agreed
321469,disagreed
321472,agreed
321474,agreed
321475,agreed
321467,unrelated
321476,agreed
321473,agreed
321481,agreed
321477,agreed
321478,agreed
321479,disagreed
321480,agreed
321482,agreed
321484,unrelated
321483,unrelated
321488,unrelated
321489,unrelated
321487,unrelated
321490,unrelated
321485,unrelated
321491,unrelated
321493,agreed
321492,unrelated
321497,unrelated
321495,unrelated
321496,unrelated
321494,unrelated
321498,unrelated
321486,unrelated
321499,disagreed
321500,disagreed
321501,unrelated
321502,unrelated
321506,unrelated
321503,unrelated
321504,unrelated
321505,unrelated
321507,unrelated
321509,unrelated
321511,unrelated
321508,unrelated
321510,unrelated
321513,unrelated
321514,unrelated
321512,unrelated
321516,unrelated
321517,unrelated
321518,unrelated
321519,unrelated
321520,unrelated
321515,unrelated
321523,unrelated
321522,unrelated
321521,unrelated
321524,agreed
321525,agreed
321526,unrelated
321529,unrelated
321528,unrelated
321527,unrelated
321532,agreed
321531,agreed
321530,agreed
321533,unrelated
321534,agreed
321535,agreed
321536,agreed
321537,unrelated
321538,unrelated
321541,agreed
321540,unrelated
321543,agreed
321545,unrelated
321542,agreed
321539,unrelated
321544,unrelated
321546,unrelated
321549,unrelated
321547,agreed
321550,unrelated
321552,unrelated
321554,unrelated
321548,agreed
321551,agreed
321553,agreed
321555,unrelated
321556,agreed
321561,agreed
321560,unrelated
321559,agreed
321557,agreed
321558,agreed
321563,agreed
321564,agreed
321562,unrelated
321566,agreed
321568,unrelated
321565,agreed
321570,unrelated
321573,unrelated
321572,unrelated
321574,unrelated
321569,unrelated
321571,unrelated
321567,agreed
321575,agreed
321576,agreed
321577,agreed
321578,agreed
321581,agreed
321579,unrelated
321582,agreed
321583,agreed
321580,agreed
321584,agreed
321586,agreed
321585,unrelated
321587,unrelated
321588,unrelated
321591,agreed
321593,agreed
321592,unrelated
321590,unrelated
321596,unrelated
321594,agreed
321595,unrelated
321589,unrelated
321597,unrelated
321598,unrelated
321604,unrelated
321599,unrelated
321606,unrelated
321603,unrelated
321600,unrelated
321601,unrelated
321602,unrelated
321607,unrelated
321605,unrelated
321608,agreed
321609,agreed
321610,agreed
321611,agreed
321615,agreed
321613,agreed
321612,agreed
321614,agreed
321617,agreed
321616,agreed
321618,agreed
321619,agreed
321620,agreed
321624,agreed
321621,agreed
321625,agreed
321626,agreed
321622,agreed
321627,agreed
321628,agreed
321623,agreed
321630,agreed
321633,unrelated
321629,agreed
321631,agreed
321632,unrelated
321636,agreed
321637,agreed
321635,agreed
321634,agreed
321638,agreed
321640,agreed
321642,agreed
321639,agreed
321643,agreed
321644,agreed
321641,agreed
321645,agreed
321646,agreed
321647,agreed
321648,agreed
321650,agreed
321652,agreed
321651,agreed
321649,agreed
321654,agreed
321653,agreed
321655,agreed
321658,agreed
321659,agreed
321656,agreed
321660,agreed
321661,agreed
321657,agreed
321662,agreed
321663,agreed
321664,agreed
321665,agreed
321667,agreed
321668,agreed
321666,agreed
321669,agreed
321670,agreed
321671,agreed
321674,agreed
321675,agreed
321673,agreed
321678,agreed
321679,agreed
321680,unrelated
321672,agreed
321676,agreed
321677,agreed
321681,unrelated
321682,unrelated
321685,unrelated
321686,unrelated
321683,unrelated
321689,unrelated
321684,unrelated
321688,unrelated
321687,unrelated
321690,unrelated
321692,agreed
321695,unrelated
321691,agreed
321693,agreed
321694,unrelated
321697,unrelated
321696,unrelated
321700,unrelated
321699,unrelated
321698,unrelated
321702,unrelated
321701,agreed
321704,agreed
321705,agreed
321703,agreed
321706,agreed
321709,unrelated
321707,agreed
321711,agreed
321708,unrelated
321710,agreed
321712,agreed
321713,agreed
321714,unrelated
321715,agreed
321716,agreed
321718,unrelated
321717,agreed
321723,unrelated
321720,unrelated
321719,unrelated
321724,unrelated
321721,agreed
321722,unrelated
321725,unrelated
321726,unrelated
321728,unrelated
321727,unrelated
321729,unrelated
321730,unrelated
321731,unrelated
321734,unrelated
321732,unrelated
321736,unrelated
321733,agreed
321735,unrelated
321742,unrelated
321744,unrelated
321739,agreed
321738,agreed
321743,unrelated
321740,agreed
321737,unrelated
321745,agreed
321741,unrelated
321746,unrelated
321747,unrelated
321748,agreed
321753,unrelated
321749,agreed
321752,unrelated
321755,unrelated
321754,unrelated
321750,unrelated
321751,unrelated
321757,unrelated
321756,agreed
321762,unrelated
321764,agreed
321763,unrelated
321766,agreed
321767,agreed
321765,agreed
321772,unrelated
321769,unrelated
321768,agreed
321773,unrelated
321775,unrelated
321774,unrelated
321771,unrelated
321776,unrelated
321777,unrelated
321770,unrelated
321778,unrelated
321779,disagreed
321782,disagreed
321780,unrelated
321781,unrelated
321783,unrelated
321784,disagreed
321785,unrelated
321786,unrelated
321787,unrelated
321791,agreed
321793,agreed
321788,disagreed
321790,agreed
321792,agreed
321794,agreed
321795,agreed
321789,unrelated
321798,agreed
321801,agreed
321803,agreed
321797,agreed
321799,agreed
321800,agreed
321802,agreed
321796,agreed
321804,agreed
321805,agreed
321806,agreed
321808,agreed
321807,agreed
321809,agreed
321810,agreed
321811,agreed
321812,agreed
321814,agreed
321815,agreed
321813,agreed
321819,agreed
321816,agreed
321821,agreed
321818,agreed
321823,agreed
321817,agreed
321822,agreed
321820,agreed
321824,unrelated
321827,agreed
321825,unrelated
321826,unrelated
321831,unrelated
321830,unrelated
321828,unrelated
321832,unrelated
321834,disagreed
321833,agreed
321829,unrelated
321835,unrelated
321837,unrelated
321838,unrelated
321840,agreed
321836,unrelated
321839,agreed
321843,agreed
321845,unrelated
321846,unrelated
321847,unrelated
321842,agreed
321841,unrelated
321848,unrelated
321844,disagreed
321850,unrelated
321852,unrelated
321851,unrelated
321849,unrelated
321853,unrelated
321855,unrelated
321854,unrelated
321856,unrelated
321857,unrelated
321859,unrelated
321858,unrelated
321860,unrelated
321863,unrelated
321861,unrelated
321864,unrelated
321862,unrelated
321865,unrelated
321867,unrelated
321868,unrelated
321869,unrelated
321866,unrelated
321871,unrelated
321875,unrelated
321870,unrelated
321874,unrelated
321876,unrelated
321873,unrelated
321872,unrelated
321879,agreed
321877,unrelated
321880,agreed
321881,agreed
321882,agreed
321886,agreed
321884,agreed
321885,agreed
321883,agreed
321888,agreed
321887,agreed
321889,agreed
321890,agreed
321894,agreed
321893,agreed
321891,agreed
321892,agreed
321878,unrelated
321895,agreed
321896,agreed
321898,agreed
321897,agreed
321901,agreed
321899,agreed
321900,agreed
321902,agreed
321906,agreed
321903,agreed
321904,agreed
321907,agreed
321908,agreed
321905,agreed
321909,agreed
321910,agreed
321911,agreed
321912,agreed
321913,agreed
321914,agreed
321915,agreed
321916,agreed
321920,agreed
321917,agreed
321919,agreed
321922,agreed
321918,agreed
321921,agreed
321924,agreed
321923,agreed
321925,agreed
321926,agreed
321929,agreed
321928,agreed
321927,agreed
321931,agreed
321933,agreed
321930,agreed
321932,agreed
321935,agreed
321934,agreed
321937,agreed
321936,agreed
321938,agreed
321939,agreed
321940,agreed
321942,agreed
321943,agreed
321944,agreed
321941,agreed
321945,agreed
321947,agreed
321948,agreed
321949,agreed
321946,agreed
321952,agreed
321953,agreed
321951,agreed
321956,agreed
321955,agreed
321954,agreed
321957,agreed
321958,agreed
321961,agreed
321959,agreed
321960,agreed
321962,agreed
321964,agreed
321966,unrelated
321967,agreed
321971,disagreed
321969,unrelated
321968,agreed
321965,agreed
321950,agreed
321963,agreed
321972,unrelated
321970,agreed
321973,unrelated
321975,agreed
321974,agreed
321978,unrelated
321977,unrelated
321976,agreed
321981,unrelated
321979,unrelated
321982,agreed
321980,unrelated
321983,agreed
321984,agreed
321985,agreed
321986,unrelated
321987,unrelated
321988,unrelated
321992,unrelated
321991,unrelated
321989,unrelated
321993,unrelated
321990,agreed
321994,unrelated
321997,agreed
321995,unrelated
321998,unrelated
322001,agreed
321996,unrelated
322000,agreed
322002,agreed
322004,unrelated
321999,unrelated
322003,unrelated
322006,unrelated
322005,unrelated
322008,agreed
322007,agreed
322010,unrelated
322009,unrelated
322012,unrelated
322011,agreed
322013,unrelated
322017,agreed
322015,agreed
322016,agreed
322018,agreed
322014,unrelated
322020,unrelated
322019,unrelated
322021,unrelated
322023,unrelated
322022,unrelated
322027,agreed
322025,unrelated
322029,agreed
322028,agreed
322031,agreed
322024,unrelated
322030,unrelated
322026,unrelated
322032,unrelated
322033,agreed
322034,agreed
322035,unrelated
322037,agreed
322036,agreed
322038,agreed
322040,agreed
322039,agreed
322041,agreed
322042,unrelated
322044,unrelated
322043,unrelated
322045,unrelated
322048,unrelated
322051,unrelated
322047,unrelated
322046,unrelated
322050,unrelated
322052,unrelated
322049,unrelated
322053,unrelated
322054,unrelated
322056,unrelated
322057,unrelated
322055,unrelated
322058,unrelated
322059,agreed
322060,agreed
322061,agreed
322062,agreed
322064,agreed
322063,agreed
322066,agreed
322067,agreed
322068,agreed
322065,agreed
322070,agreed
322071,agreed
322069,agreed
322072,unrelated
322074,agreed
322073,agreed
322077,unrelated
322075,agreed
322076,agreed
322078,agreed
322079,agreed
322082,agreed
322081,agreed
322080,agreed
322084,unrelated
322083,unrelated
322088,agreed
322086,agreed
322085,agreed
322087,agreed
322089,agreed
322093,unrelated
322091,unrelated
322094,agreed
322097,agreed
322092,agreed
322090,agreed
322095,agreed
322096,agreed
322100,agreed
322098,agreed
322099,agreed
322101,agreed
322103,agreed
322104,agreed
322105,agreed
322102,agreed
322106,agreed
322107,agreed
322109,agreed
322108,agreed
322111,agreed
322110,agreed
322112,agreed
322114,agreed
322115,unrelated
322113,agreed
322116,unrelated
322119,agreed
322118,unrelated
322117,unrelated
322121,agreed
322122,agreed
322123,agreed
322124,agreed
322120,agreed
322126,agreed
322128,unrelated
322125,agreed
322130,agreed
322131,agreed
322127,unrelated
322129,unrelated
322134,unrelated
322133,agreed
322132,unrelated
322135,unrelated
322137,unrelated
322139,unrelated
322141,agreed
322136,unrelated
322138,unrelated
322142,agreed
322143,agreed
322144,agreed
322140,unrelated
322146,unrelated
322147,disagreed
322148,unrelated
322145,agreed
322149,agreed
322151,agreed
322152,unrelated
322150,agreed
322153,agreed
322154,agreed
322155,unrelated
322156,agreed
322157,agreed
322160,agreed
322161,agreed
322158,agreed
322162,agreed
322159,agreed
322163,agreed
322166,agreed
322164,agreed
322165,agreed
322168,agreed
322167,agreed
322171,unrelated
322173,unrelated
322170,unrelated
322169,agreed
322172,unrelated
322176,unrelated
322174,unrelated
322175,unrelated
322177,unrelated
322178,unrelated
322179,agreed
322180,agreed
322183,agreed
322181,agreed
322182,agreed
322186,agreed
322185,agreed
322184,unrelated
322187,unrelated
322188,agreed
322191,agreed
322190,agreed
322192,unrelated
322189,agreed
322193,agreed
322195,unrelated
322196,agreed
322197,agreed
322194,agreed
322200,agreed
322199,agreed
322198,agreed
322202,unrelated
322203,agreed
322201,agreed
322204,agreed
322206,agreed
322205,unrelated
322207,unrelated
322209,agreed
322210,agreed
322211,agreed
322208,unrelated
322212,agreed
322214,agreed
322213,agreed
322215,unrelated
322218,agreed
322217,unrelated
322216,unrelated
322220,unrelated
322221,agreed
322219,agreed
322222,agreed
322224,unrelated
322223,agreed
322225,unrelated
322229,unrelated
322226,unrelated
322233,agreed
322230,agreed
322227,unrelated
322232,unrelated
322231,agreed
322228,unrelated
322234,agreed
322239,agreed
322236,agreed
322237,agreed
322242,unrelated
322243,unrelated
322238,agreed
322235,agreed
322244,unrelated
322240,agreed
322241,unrelated
322245,unrelated
322248,unrelated
322246,unrelated
322251,unrelated
322249,agreed
322247,unrelated
322255,unrelated
322253,unrelated
322254,unrelated
322252,unrelated
322256,unrelated
322257,unrelated
322258,unrelated
322262,agreed
322263,unrelated
322260,agreed
322264,unrelated
322250,unrelated
322261,unrelated
322259,unrelated
322265,agreed
322266,unrelated
322268,unrelated
322267,unrelated
322269,unrelated
322270,unrelated
322271,unrelated
322272,unrelated
322275,unrelated
322273,unrelated
322274,unrelated
322276,agreed
322277,unrelated
322278,unrelated
322279,agreed
322282,agreed
322280,unrelated
322281,agreed
322284,agreed
322286,unrelated
322287,agreed
322283,unrelated
322285,agreed
322289,unrelated
322288,unrelated
322291,agreed
322290,unrelated
322293,unrelated
322295,agreed
322292,agreed
322298,agreed
322294,unrelated
322297,agreed
322299,agreed
322296,unrelated
322300,agreed
322301,agreed
322302,unrelated
322303,agreed
322307,unrelated
322306,unrelated
322310,agreed
322304,agreed
322312,unrelated
322308,unrelated
322311,unrelated
322309,unrelated
322313,unrelated
322316,unrelated
322317,unrelated
322315,unrelated
322314,unrelated
322319,agreed
322318,unrelated
322321,disagreed
322320,agreed
322322,unrelated
322324,unrelated
322323,unrelated
322325,unrelated
322327,agreed
322326,unrelated
322329,unrelated
322332,agreed
322334,agreed
322330,unrelated
322328,unrelated
322331,unrelated
322333,agreed
322335,agreed
322337,unrelated
322336,agreed
322340,agreed
322338,agreed
322339,agreed
322341,unrelated
322345,agreed
322344,unrelated
322343,unrelated
322342,disagreed
322348,agreed
322346,unrelated
322347,agreed
322349,agreed
322351,agreed
322353,agreed
322350,agreed
322354,agreed
322352,agreed
322357,unrelated
322358,unrelated
322355,agreed
322356,unrelated
322359,unrelated
322361,unrelated
322362,unrelated
322360,unrelated
322363,unrelated
322364,unrelated
322367,unrelated
322369,unrelated
322365,unrelated
322370,agreed
322368,unrelated
322366,unrelated
322371,agreed
322374,agreed
322373,agreed
322376,agreed
322372,agreed
322375,unrelated
322378,unrelated
322379,unrelated
322377,unrelated
322380,unrelated
322382,unrelated
322381,unrelated
322383,unrelated
322385,unrelated
322384,unrelated
322387,unrelated
322386,unrelated
322388,unrelated
322389,unrelated
322390,unrelated
322391,unrelated
322393,unrelated
322395,agreed
322392,unrelated
322394,agreed
322396,agreed
322398,unrelated
322400,unrelated
322397,unrelated
322399,unrelated
322401,unrelated
322402,unrelated
322403,unrelated
322408,unrelated
322405,unrelated
322406,unrelated
322407,unrelated
322404,unrelated
322410,unrelated
322409,unrelated
322411,unrelated
322412,unrelated
322413,unrelated
322417,unrelated
322414,unrelated
322415,unrelated
322420,agreed
322416,agreed
322418,unrelated
322419,agreed
322421,agreed
322424,unrelated
322422,unrelated
322423,unrelated
322425,unrelated
322426,unrelated
322428,unrelated
322427,unrelated
322429,unrelated
322430,unrelated
322432,unrelated
322431,unrelated
322434,agreed
322433,unrelated
322435,agreed
322438,agreed
322440,agreed
322436,unrelated
322439,agreed
322437,unrelated
322442,agreed
322443,unrelated
322441,unrelated
322444,unrelated
322445,unrelated
322446,unrelated
322448,unrelated
322447,unrelated
322450,unrelated
322449,unrelated
322451,unrelated
322452,agreed
322453,unrelated
322454,agreed
322457,agreed
322455,agreed
322458,agreed
322456,agreed
322459,agreed
322460,agreed
322463,agreed
322464,agreed
322461,agreed
322465,agreed
322466,unrelated
322468,unrelated
322462,agreed
322467,unrelated
322469,unrelated
322473,unrelated
322470,unrelated
322471,unrelated
322474,unrelated
322477,unrelated
322475,unrelated
322472,unrelated
322479,unrelated
322476,agreed
322478,agreed
322481,unrelated
322482,unrelated
322480,unrelated
322484,unrelated
322486,unrelated
322488,unrelated
322489,unrelated
322487,unrelated
322491,unrelated
322483,unrelated
322485,unrelated
322490,unrelated
322492,unrelated
322495,unrelated
322493,unrelated
322494,unrelated
322498,agreed
322496,unrelated
322499,agreed
322503,unrelated
322500,agreed
322502,unrelated
322497,unrelated
322505,unrelated
322504,unrelated
322501,agreed
322506,unrelated
322507,agreed
322509,unrelated
322508,unrelated
322510,unrelated
322514,unrelated
322513,unrelated
322511,unrelated
322516,unrelated
322515,unrelated
322512,unrelated
322518,unrelated
322517,unrelated
322519,unrelated
322520,unrelated
322523,unrelated
322524,unrelated
322521,unrelated
322522,unrelated
322525,unrelated
322526,unrelated
322527,unrelated
322528,unrelated
322531,unrelated
322529,unrelated
322530,agreed
322532,unrelated
322533,unrelated
322534,unrelated
322536,unrelated
322535,unrelated
322539,unrelated
322538,unrelated
322541,agreed
322542,agreed
322537,unrelated
322540,agreed
322546,agreed
322543,unrelated
322544,agreed
322545,unrelated
322548,agreed
322552,agreed
322547,unrelated
322549,unrelated
322550,agreed
322551,agreed
322557,unrelated
322558,unrelated
322559,unrelated
322553,unrelated
322556,unrelated
322555,unrelated
322554,unrelated
322561,unrelated
322562,unrelated
322560,unrelated
322564,unrelated
322563,unrelated
322567,unrelated
322566,unrelated
322568,unrelated
322569,unrelated
322565,unrelated
322574,unrelated
322573,unrelated
322570,unrelated
322571,unrelated
322572,unrelated
322580,unrelated
322576,unrelated
322578,unrelated
322577,unrelated
322582,unrelated
322575,unrelated
322581,unrelated
322584,unrelated
322579,unrelated
322583,unrelated
322585,unrelated
322586,unrelated
322589,unrelated
322587,unrelated
322590,unrelated
322592,unrelated
322591,unrelated
322593,unrelated
322588,unrelated
322595,unrelated
322594,unrelated
322597,unrelated
322596,unrelated
322600,unrelated
322602,unrelated
322601,unrelated
322598,unrelated
322604,unrelated
322603,unrelated
322606,unrelated
322599,unrelated
322605,unrelated
322607,unrelated
322611,unrelated
322608,unrelated
322609,unrelated
322610,unrelated
322613,unrelated
322612,unrelated
322614,unrelated
322616,unrelated
322615,unrelated
322617,unrelated
322622,unrelated
322619,unrelated
322623,unrelated
322620,unrelated
322621,unrelated
322618,unrelated
322625,unrelated
322624,unrelated
322627,unrelated
322626,unrelated
322628,unrelated
322631,unrelated
322632,unrelated
322629,unrelated
322630,unrelated
322634,unrelated
322633,unrelated
322638,unrelated
322635,unrelated
322637,unrelated
322636,unrelated
322640,unrelated
322641,unrelated
322642,unrelated
322643,unrelated
322644,unrelated
322645,agreed
322647,unrelated
322639,unrelated
322646,unrelated
322648,unrelated
322650,unrelated
322649,agreed
322652,unrelated
322653,unrelated
322655,unrelated
322651,unrelated
322654,unrelated
322656,unrelated
322660,unrelated
322661,unrelated
322658,unrelated
322657,unrelated
322662,unrelated
322659,unrelated
322663,unrelated
322666,unrelated
322667,unrelated
322671,unrelated
322664,unrelated
322665,unrelated
322672,agreed
322668,unrelated
322669,unrelated
322670,unrelated
322673,unrelated
322674,unrelated
322677,unrelated
322678,unrelated
322675,unrelated
322681,agreed
322682,unrelated
322676,unrelated
322683,unrelated
322680,unrelated
322679,unrelated
322685,unrelated
322684,unrelated
322686,agreed
322687,agreed
322690,agreed
322688,agreed
322691,agreed
322692,agreed
322695,agreed
322689,unrelated
322693,unrelated
322694,agreed
322696,agreed
322697,unrelated
322700,unrelated
322699,unrelated
322698,unrelated
322701,agreed
322702,agreed
322704,agreed
322703,unrelated
322707,unrelated
322705,unrelated
322709,agreed
322711,agreed
322712,unrelated
322708,unrelated
322706,agreed
322710,agreed
322713,unrelated
322714,unrelated
322716,unrelated
322717,agreed
322718,unrelated
322720,agreed
322715,unrelated
322719,agreed
322722,unrelated
322721,agreed
322724,unrelated
322725,agreed
322726,agreed
322732,agreed
322727,unrelated
322728,agreed
322730,agreed
322729,unrelated
322734,unrelated
322733,agreed
322731,agreed
322735,agreed
322738,unrelated
322737,unrelated
322723,agreed
322739,unrelated
322736,unrelated
322741,unrelated
322740,unrelated
322742,unrelated
322743,unrelated
322747,agreed
322746,unrelated
322745,agreed
322749,agreed
322748,agreed
322744,agreed
322752,agreed
322751,agreed
322753,unrelated
322750,agreed
322755,unrelated
322754,unrelated
322756,unrelated
322757,unrelated
322759,unrelated
322760,unrelated
322762,unrelated
322761,unrelated
322763,unrelated
322758,unrelated
322764,unrelated
322765,unrelated
322766,unrelated
322767,unrelated
322773,unrelated
322768,unrelated
322772,unrelated
322769,unrelated
322774,agreed
322771,unrelated
322777,unrelated
322775,agreed
322770,unrelated
322776,agreed
322778,unrelated
322780,unrelated
322782,unrelated
322781,unrelated
322779,unrelated
322783,unrelated
322785,unrelated
322784,unrelated
322786,unrelated
322787,unrelated
322789,unrelated
322788,unrelated
322791,agreed
322790,unrelated
322792,agreed
322793,unrelated
322794,agreed
322795,unrelated
322798,unrelated
322801,unrelated
322796,unrelated
322800,unrelated
322797,unrelated
322799,unrelated
322803,unrelated
322802,unrelated
322805,unrelated
322804,unrelated
322808,unrelated
322807,unrelated
322810,agreed
322806,unrelated
322811,unrelated
322809,unrelated
322815,disagreed
322814,unrelated
322812,unrelated
322813,agreed
322816,unrelated
322820,unrelated
322818,disagreed
322817,disagreed
322819,unrelated
322821,disagreed
322825,unrelated
322822,unrelated
322823,unrelated
322824,unrelated
322826,unrelated
322829,unrelated
322828,unrelated
322827,unrelated
322832,unrelated
322831,unrelated
322830,unrelated
322833,unrelated
322835,unrelated
322837,unrelated
322834,unrelated
322836,unrelated
322838,unrelated
322843,unrelated
322839,unrelated
322844,unrelated
322841,unrelated
322840,unrelated
322842,unrelated
322847,disagreed
322845,unrelated
322846,disagreed
322848,unrelated
322849,disagreed
322851,disagreed
322854,disagreed
322853,disagreed
322852,disagreed
322850,unrelated
322856,unrelated
322855,disagreed
322858,unrelated
322857,disagreed
322859,unrelated
322862,unrelated
322861,unrelated
322860,unrelated
322864,unrelated
322865,disagreed
322863,unrelated
322866,unrelated
322867,unrelated
322871,unrelated
322870,unrelated
322868,unrelated
322869,unrelated
322872,unrelated
322874,disagreed
322873,unrelated
322875,unrelated
322877,unrelated
322876,unrelated
322878,unrelated
322880,unrelated
322879,unrelated
322884,unrelated
322882,unrelated
322886,unrelated
322881,unrelated
322883,unrelated
322885,unrelated
322888,unrelated
322887,unrelated
322890,unrelated
322889,unrelated
322891,unrelated
322894,unrelated
322892,unrelated
322896,unrelated
322893,unrelated
322895,unrelated
322898,unrelated
322897,unrelated
322899,unrelated
322903,unrelated
322901,unrelated
322900,unrelated
322904,unrelated
322905,unrelated
322902,unrelated
322906,unrelated
322908,unrelated
322907,unrelated
322909,unrelated
322911,unrelated
322912,unrelated
322913,unrelated
322910,unrelated
322915,unrelated
322916,unrelated
322914,unrelated
322917,unrelated
322918,unrelated
322919,unrelated
322922,unrelated
322920,unrelated
322924,unrelated
322921,unrelated
322923,unrelated
322926,unrelated
322925,unrelated
322927,unrelated
322928,unrelated
322929,unrelated
322930,unrelated
322932,unrelated
322933,unrelated
322931,unrelated
322935,unrelated
322934,unrelated
322936,unrelated
322937,unrelated
322938,unrelated
322941,unrelated
322940,unrelated
322939,unrelated
322944,unrelated
322943,unrelated
322946,agreed
322942,agreed
322945,agreed
322948,unrelated
322949,agreed
322947,unrelated
322951,agreed
322950,unrelated
322953,agreed
322954,unrelated
322956,unrelated
322952,agreed
322955,unrelated
322957,agreed
322958,unrelated
322959,unrelated
322961,unrelated
322965,agreed
322960,unrelated
322962,unrelated
322963,unrelated
322964,unrelated
322966,unrelated
322967,agreed
322969,unrelated
322968,unrelated
322971,unrelated
322972,unrelated
322974,unrelated
322970,unrelated
322973,unrelated
322975,unrelated
322977,unrelated
322978,agreed
322979,unrelated
322976,unrelated
322980,unrelated
322982,unrelated
322981,unrelated
322986,unrelated
322985,unrelated
322987,unrelated
322983,unrelated
322984,unrelated
322988,unrelated
322996,agreed
322997,unrelated
322999,unrelated
323001,unrelated
322998,agreed
323002,unrelated
323000,unrelated
323003,unrelated
323004,unrelated
323006,unrelated
323007,unrelated
323005,unrelated
323008,unrelated
323010,unrelated
323009,unrelated
323011,unrelated
323016,unrelated
323015,unrelated
323012,unrelated
323014,unrelated
323013,unrelated
323017,unrelated
323021,unrelated
323018,unrelated
323019,unrelated
323022,unrelated
323023,unrelated
323020,unrelated
323024,unrelated
323027,unrelated
323025,unrelated
323026,unrelated
323031,unrelated
323028,unrelated
323029,unrelated
323034,unrelated
